experiment_id,strain_name,species,assembly,culture_type,fermentation_type,reactor_scale,search_stage,replicate_id,batch_id,experiment_date,carbon_source,nitrogen_source,glucose_g_L,sucrose_g_L,maltose_g_L,total_carbon_g_L,ammonium_g_L,nitrate_g_L,yeast_extract_g_L,total_nitrogen_g_L,phosphate_g_L,sulfate_g_L,magnesium_g_L,calcium_g_L,trace_mix_x,vitamin_mix_x,pH,temperature_C,mixing,rpm,agar_percent,inoculum_g_L,incubation_time_h,feasible_growth,growth_rate_h_inv,fba_growth_proxy,biomass_g_L,glucose_uptake_proxy,nitrogen_uptake_proxy,phosphate_uptake_proxy,sulfate_uptake_proxy,fva_range_proxy,biomass_yield_g_per_g_carbon,organic_acid_g_L,ethanol_g_L,other_byproducts_g_L,total_byproducts_g_L,clean_score,is_synthetic,notes,growth_norm,biomass_norm,yield_norm,byproduct_penalty_norm,overall_rank_score,rank_within_strain
SYN0332,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,1,B3,2026-01-07,glucose,nitrate,18.51,0.0,0.0,18.51,0.0,1.2,0.0,1.2,4.4,0.08,0.028,0.193,1.28,0.44,6.17,23.5,high,239,0.0,0.557,48,0,4.4e-05,4.4e-05,0.000275,12.09778,1.074142,2.461511,0.041013,0.233346,1.5e-05,0.53265,0.062857,0.289092,0.884599,0.00031,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.00011999858183494193,9.647846583101113e-05,0.00013150857874295334,0.08385488792627682,-0.020862,158
SYN0333,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B3,2026-01-12,maltose,yeast_extract,0.0,0.0,15.4,15.4,0.0,0.0,3.08,1.848,0.8,0.74,0.368,0.162,0.41,0.81,6.17,33.4,low,116,0.0,0.507,24,0,0.021798,0.020725,0.131831,12.362424,1.044813,0.325273,0.46423,0.162674,0.00856,0.223883,0.029981,0.093886,0.347751,0.274887,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.05944838833722874,0.04625037319624738,0.07504756226931204,0.016349483764377407,0.047917,37
SYN0334,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B5,2026-01-20,glucose,nitrate,13.54,0.0,0.0,13.54,0.0,2.15,0.0,2.15,4.48,0.47,0.121,0.464,0.41,1.77,5.63,34.0,high,233,0.0,0.668,24,0,0.023902,0.024065,0.15965,11.476665,1.432435,2.306971,0.245673,0.167615,0.011791,0.184161,0.057139,0.122053,0.363353,0.305256,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.06518650234133597,0.05601013479971245,0.10337451013054418,0.01831134133995551,0.058516,31
SYN0335,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B1,2026-01-09,glucose,yeast_extract,17.38,0.0,0.0,17.38,0.0,0.0,6.75,4.05,0.94,0.08,0.323,0.371,1.95,1.78,6.51,23.1,medium,184,0.0,0.51,96,0,0.000822,0.000824,0.005961,15.469036,2.467337,0.574293,0.039597,0.236699,0.000343,0.232468,0.094374,0.282207,0.609049,0.009693,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0022417916879164156,0.002091302308431481,0.0030071628339221994,0.04920613424402153,-0.010184,124
SYN0336,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,refine,3,B2,2026-01-19,glucose,nitrate,33.72,0.0,0.0,33.72,0.0,4.07,0.0,4.07,3.68,1.41,0.667,0.09,1.04,1.37,4.05,32.1,high,232,0.0,0.148,72,0,0.042336,0.042858,0.337741,30.077765,3.166896,1.654504,0.584316,0.180599,0.010016,0.248128,0.144817,0.198162,0.591107,0.363613,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.11546045364918413,0.11848994010266012,0.08781266164596138,0.04695003575530071,0.087708,21
SYN0337,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B2,2026-01-23,maltose,yeast_extract,0.0,0.0,30.82,30.82,0.0,0.0,0.28,0.168,2.08,1.89,0.443,0.231,0.69,0.24,3.83,24.0,low,116,0.0,0.263,48,0,0.0,0.0,0.0,27.843869,0.125149,0.88113,1.05354,0.203525,0.0,3.798782,1.845738,2.525877,8.170396,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,1.0,-0.25,180
SYN0338,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B5,2026-01-20,sucrose,ammonium,0.0,9.13,0.0,9.13,3.3,0.0,0.0,3.3,4.16,0.07,0.064,0.214,1.38,1.0,3.66,27.4,medium,176,0.0,0.903,48,0,0.000217,0.000225,0.001286,7.411398,1.939451,2.844242,0.043202,0.219994,0.000141,0.418298,0.05785,0.253427,0.729575,0.00176,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0005918111876859636,0.00045116838930429204,0.0012361806401837614,0.06436155317455139,-0.015478,144
SYN0339,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,3,B2,2026-01-24,maltose,yeast_extract,0.0,0.0,10.68,10.68,0.0,0.0,1.92,1.152,3.15,0.22,0.591,0.141,1.36,1.76,4.29,22.8,low,128,0.0,0.629,24,0,0.001273,0.001367,0.007221,8.452613,0.633781,2.117851,0.073631,0.19639,0.000676,0.215424,0.124198,0.178483,0.518106,0.013746,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0034717771517245705,0.002533349097329932,0.005926653282015764,0.03777059947310757,-0.006156,111
SYN0340,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,refine,3,B5,2026-01-07,sucrose,nitrate,0.0,19.66,0.0,19.66,0.0,4.33,0.0,4.33,2.64,1.05,0.18,0.136,0.78,0.12,3.51,31.0,high,238,0.0,0.446,72,0,0.000504,0.000509,0.003151,16.951143,3.502349,1.593325,0.586218,0.241678,0.00016,0.297999,0.112151,0.12243,0.532581,0.005882,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.001374529210109335,0.0011054678030309676,0.0014027581732581691,0.03959074358325326,-0.008749,121
SYN0341,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,3,B5,2026-01-12,glucose,ammonium,13.25,0.0,0.0,13.25,4.78,0.0,0.0,4.78,1.27,1.65,0.158,0.186,0.86,0.67,4.37,27.4,medium,177,0.0,0.053,72,0,0.008891,0.008703,0.05384,9.867856,3.786019,0.580763,1.007942,0.22501,0.004063,0.393389,0.130073,0.101764,0.625226,0.079285,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.024247895252147017,0.01888872945578778,0.035621290362174624,0.05124029460808556,0.009412,76
SYN0342,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,exploit,1,B6,2026-01-04,glucose,ammonium,12.3,0.0,0.0,12.3,2.08,0.0,0.0,2.08,2.02,0.97,0.247,0.397,0.52,1.42,5.73,27.7,low,111,0.0,0.859,24,0,0.030225,0.028745,0.181956,11.520569,1.289254,0.837891,0.593269,0.248345,0.014793,0.23036,0.065793,0.060911,0.357063,0.337568,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.08243084399911636,0.0638357662863544,0.1296937603563006,0.01752041170590948,0.072752,25
SYN0343,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,1,B5,2026-01-16,maltose,ammonium,0.0,0.0,15.43,15.43,0.74,0.0,0.0,0.74,3.06,1.49,0.351,0.296,1.98,0.57,5.76,30.8,high,247,0.0,0.594,72,0,0.001023,0.00097,0.006151,14.654121,0.591493,1.97984,0.627641,0.186249,0.000399,0.362966,0.051528,0.517067,0.931562,0.00656,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0027899670276624,0.002157960157551089,0.003498128194562559,0.08976020245786727,-0.020009,157
SYN0344,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,3,B4,2026-01-25,glucose,yeast_extract,22.41,0.0,0.0,22.41,0.0,0.0,1.9,1.14,0.21,0.51,0.171,0.192,1.79,0.84,5.56,22.1,low,114,0.0,0.853,96,0,6.2e-05,5.9e-05,0.000477,20.968391,0.783244,0.135092,0.250231,0.228832,2.1e-05,0.516008,0.186691,0.21064,0.91334,0.000521,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0001690889107674182,0.0001673462843686993,0.00018411201024013467,0.0874688956547533,-0.021713,160
SYN0345,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B3,2026-01-08,sucrose,ammonium,0.0,27.28,0.0,27.28,3.04,0.0,0.0,3.04,3.13,1.0,0.534,0.34,1.45,1.66,4.22,32.9,low,121,0.0,0.564,48,1,0.136731,0.136391,0.979339,19.733003,2.444379,1.945413,0.497921,0.231587,0.0359,0.309566,0.046484,0.122992,0.479041,0.671525,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.3728983202925783,0.3435822699944604,0.3147438651248017,0.03285841089536378,0.305502,6
SYN0346,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,2,B4,2026-01-23,glucose,ammonium,29.51,0.0,0.0,29.51,4.68,0.0,0.0,4.68,1.53,1.29,0.489,0.08,0.47,1.4,5.63,31.1,medium,170,0.0,0.937,48,1,0.099024,0.096891,0.708268,24.358098,2.917858,0.64312,0.740088,0.210305,0.024001,0.274569,0.109313,0.080322,0.464203,0.604082,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.2700622629005293,0.24848221831708578,0.21042249322730822,0.030992621720486974,0.215827,8
SYN0347,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,3,B1,2026-01-05,sucrose,nitrate,0.0,20.55,0.0,20.55,0.0,2.13,0.0,2.13,4.35,0.97,0.085,0.019,1.48,0.43,5.07,26.2,medium,172,0.0,0.228,48,0,0.003756,0.003755,0.027508,16.405296,1.393451,3.039307,0.369371,0.208079,0.001339,0.23294,0.022186,0.181704,0.43683,0.059241,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.010243515303910043,0.009650653229379833,0.0117393324624543,0.027550631756616994,0.002423,90
SYN0348,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B3,2026-01-01,maltose,yeast_extract,0.0,0.0,23.56,23.56,0.0,0.0,4.45,2.67,0.35,1.7,0.085,0.033,0.62,1.0,6.42,25.2,medium,190,0.0,0.901,72,0,0.000868,0.00088,0.00581,20.296998,1.702933,0.228114,0.738414,0.224774,0.000247,0.318752,0.145005,0.12896,0.592717,0.009706,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0023672447507438544,0.002038326859920635,0.002165507929967298,0.0471524835630613,-0.009813,122
SYN0349,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B4,2026-01-01,glucose,ammonium,30.05,0.0,0.0,30.05,2.63,0.0,0.0,2.63,0.49,0.99,0.358,0.107,1.8,1.95,6.44,32.3,medium,186,0.0,0.099,72,0,0.051355,0.049242,0.344958,23.487606,2.275359,0.320501,0.41625,0.236034,0.011479,0.353507,0.065775,0.234258,0.65354,0.345477,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.140057435684851,0.12102188587685067,0.10063913169269076,0.05480060965711252,0.097805,20
SYN0350,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,3,B1,2026-01-26,sucrose,nitrate,0.0,23.5,0.0,23.5,0.0,4.74,0.0,4.74,3.45,1.19,0.086,0.018,1.59,1.14,4.1,28.5,high,233,0.0,0.794,24,0,0.001777,0.001621,0.01302,21.592519,3.326427,2.369291,0.628761,0.251143,0.000554,0.391704,0.142538,0.082023,0.616265,0.02069,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.004846306361833905,0.004567816818617327,0.0048570501749064104,0.0501135028035249,-0.008262,118
SYN0351,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,3,B3,2026-01-12,glucose,ammonium,9.71,0.0,0.0,9.71,2.35,0.0,0.0,2.35,3.17,1.56,0.424,0.479,1.86,1.0,6.36,25.9,high,245,0.0,0.202,72,0,0.006227,0.005963,0.035915,8.552189,2.048927,1.546701,0.507895,0.233989,0.003699,0.421495,0.062391,0.187905,0.671791,0.050749,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.016982526570140533,0.012600087637530054,0.03243001551801229,0.05709556303564578,0.002566,88
SYN0352,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,refine,1,B5,2026-01-21,maltose,yeast_extract,0.0,0.0,23.87,23.87,0.0,0.0,3.56,2.136,0.95,1.67,0.273,0.468,1.18,1.08,4.98,35.1,medium,174,0.0,0.452,72,1,0.141962,0.14161,0.968824,18.602878,1.686083,0.534904,1.069165,0.167834,0.040588,0.229367,0.052348,0.111713,0.393427,0.711194,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.3871645153284552,0.3398932842918674,0.355844679601266,0.022092965793739386,0.320116,5
SYN0353,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B4,2026-01-28,glucose,nitrate,29.07,0.0,0.0,29.07,0.0,2.95,0.0,2.95,1.18,0.97,0.075,0.45,1.49,1.54,6.43,28.9,low,118,0.0,0.881,48,0,0.027797,0.027833,0.219388,23.989763,2.013045,0.537731,0.520971,0.213788,0.007547,0.248238,0.053645,0.301619,0.603502,0.266607,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.07580910407422457,0.07696806422448679,0.06616634958487125,0.04850863238709731,0.054578,33
SYN0354,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,2,B6,2026-01-15,maltose,nitrate,0.0,0.0,19.9,19.9,0.0,4.22,0.0,4.22,1.22,0.17,0.687,0.308,0.41,0.67,5.85,32.2,low,122,0.0,0.99,96,0,0.018468,0.018723,0.12871,16.737027,2.79545,0.639615,0.099571,0.229801,0.006468,0.192506,0.074562,0.077051,0.34412,0.272212,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.05036667748472063,0.045155430316761606,0.056706499153961476,0.015892907373086285,0.040801,42
SYN0355,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,1,B5,2026-01-15,glucose,ammonium,15.07,0.0,0.0,15.07,1.9,0.0,0.0,1.9,3.2,1.53,0.376,0.244,0.35,1.43,6.38,25.6,medium,173,0.0,0.993,48,0,0.007041,0.006879,0.042507,14.085308,1.426892,1.663658,0.860693,0.22279,0.002821,0.201886,0.10328,0.18871,0.493876,0.079247,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.01920250033408696,0.014912764171195601,0.02473238004225809,0.03472382283830066,0.008206,78
SYN0356,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,exploit,2,B5,2026-01-25,glucose,ammonium,25.94,0.0,0.0,25.94,3.37,0.0,0.0,3.37,3.76,1.75,0.395,0.493,1.76,1.07,4.33,34.4,low,127,0.0,0.116,48,1,0.158585,0.157438,1.224442,18.271788,2.51557,2.606572,0.862065,0.191467,0.047203,0.285436,0.064814,0.142489,0.49274,0.713053,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.432499434097597,0.42957194785110886,0.41383996282690844,0.034580977677048465,0.375848,2
SYN0357,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,screen,2,B3,2026-01-23,sucrose,nitrate,0.0,23.44,0.0,23.44,0.0,2.06,0.0,2.06,2.38,1.54,0.034,0.286,0.43,0.63,4.13,37.8,high,233,0.0,0.083,72,0,0.0021,0.002039,0.015725,17.050628,1.467159,1.133942,0.672462,0.271694,0.000671,0.365359,0.041215,0.315777,0.722351,0.021305,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.005727205042122228,0.005516814091609636,0.005882817089101446,0.0634531786632082,-0.010751,125
SYN0358,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,mini_bioreactor,refine,2,B1,2026-01-15,sucrose,ammonium,0.0,28.19,0.0,28.19,3.29,0.0,0.0,3.29,2.34,1.68,0.351,0.088,0.69,0.6,4.16,32.3,medium,187,0.0,0.697,72,0,0.034532,0.032906,0.271048,23.699811,2.148177,1.023032,0.756592,0.156663,0.009615,0.222872,0.102886,0.223748,0.549506,0.330323,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.09417706881645943,0.09509198256932329,0.0842969989742331,0.041718960444338996,0.072674,26
SYN0359,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,1,B3,2026-01-25,maltose,nitrate,0.0,0.0,9.49,9.49,0.0,2.28,0.0,2.28,4.01,0.98,0.6,0.248,0.98,1.28,4.42,37.8,high,242,0.0,0.296,72,0,0.014438,0.01439,0.074862,6.585819,1.700202,1.660652,0.399105,0.234315,0.007889,0.347738,0.117465,0.085609,0.550812,0.11965,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.03937589828483845,0.02626389421469511,0.0691647451802106,0.04188318208218701,0.026336,52
SYN0360,Rhizopus microsporus var. microsporus ATCC 52814,Rhizopus microsporus var. microsporus,Rhimi_ATCC52814_1,submerged,submerged,shake_flask,screen,1,B4,2026-01-05,maltose,yeast_extract,0.0,0.0,21.5,21.5,0.0,0.0,4.76,2.856,1.45,0.62,0.199,0.468,0.84,1.21,6.1,23.6,low,111,0.0,0.336,72,0,0.00885,0.009131,0.059408,15.794538,2.219549,0.85798,0.300226,0.197627,0.002763,0.338858,0.037687,0.155265,0.53181,0.100485,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.024136078391800823,0.020842155265777124,0.024223880204452004,0.03949379497469214,0.010714,71
SYN0361,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,mini_bioreactor,screen,1,B2,2026-01-06,sucrose,ammonium,0.0,14.89,0.0,14.89,0.84,0.0,0.0,0.84,1.68,1.44,0.115,0.365,1.57,1.31,6.48,25.4,high,244,0.0,0.282,72,0,0.000187,0.000193,0.001261,13.680828,0.542246,0.958896,0.777917,0.186022,8.5e-05,0.427835,0.118103,0.334754,0.880692,0.00143,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0005099939727985032,0.00044239761968329104,0.0007452152795434023,0.08336360619651244,-0.020359,150
SYN0362,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,refine,3,B2,2026-01-10,sucrose,ammonium,0.0,21.37,0.0,21.37,1.9,0.0,0.0,1.9,0.34,0.15,0.562,0.487,0.96,0.38,4.47,37.9,medium,174,0.0,0.827,48,0,0.002822,0.002838,0.019178,19.628305,1.197802,0.181,0.089621,0.25141,0.000897,0.186591,0.108217,0.193977,0.488786,0.037755,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.007696272680413776,0.006728232791662296,0.00786421300882861,0.03408378598022525,-0.0019,82
SYN0363,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,screen,3,B6,2026-01-03,glucose,ammonium,25.51,0.0,0.0,25.51,5.79,0.0,0.0,5.79,1.49,1.53,0.038,0.061,0.41,0.69,5.26,25.9,low,119,0.0,0.433,72,0,0.002821,0.002864,0.021483,23.711839,5.138666,0.74403,0.789446,0.228855,0.000842,0.346536,0.10412,0.16474,0.615395,0.033732,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.007693545439917528,0.007536897750718589,0.007382014886771114,0.050004105540946205,-0.005694,93
SYN0364,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,refine,1,B5,2026-01-14,maltose,ammonium,0.0,0.0,13.87,13.87,1.42,0.0,0.0,1.42,2.6,1.84,0.719,0.186,0.59,1.6,5.37,28.2,low,117,0.0,0.739,72,0,0.042961,0.041085,0.263005,12.915353,1.258016,1.784298,1.07937,0.203243,0.018962,0.236233,0.101688,0.093238,0.431159,0.37888,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.11716497895933956,0.09227025056685484,0.16624437800825875,0.026837537646175805,0.099842,16
SYN0365,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,exploit,3,B3,2026-01-15,glucose,ammonium,32.69,0.0,0.0,32.69,5.83,0.0,0.0,5.83,4.27,1.13,0.404,0.494,0.51,0.46,6.05,30.6,low,125,0.0,0.965,48,0,0.01143,0.01161,0.085376,27.211754,3.776213,2.168647,0.425964,0.232812,0.002612,0.289593,0.127693,0.14467,0.561956,0.13189,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.031172358872122417,0.029952529086503293,0.02290002717843961,0.04328447299503425,0.015153,52
SYN0366,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,screen,2,B1,2026-01-21,glucose,nitrate,26.34,0.0,0.0,26.34,0.0,1.64,0.0,1.64,0.71,2.0,0.223,0.449,1.26,1.46,4.17,35.6,high,232,0.0,0.583,48,0,0.013958,0.013973,0.101666,22.985518,0.97083,0.449133,1.053242,0.186049,0.00386,0.471216,0.046415,0.279894,0.797525,0.113064,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.038066822846639085,0.03566756257154756,0.03384154092985333,0.07290585661388814,0.014349,56
SYN0367,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,exploit,3,B5,2026-01-22,glucose,yeast_extract,34.25,0.0,0.0,34.25,0.0,0.0,4.65,2.79,2.42,0.84,0.126,0.346,0.92,1.88,6.34,25.9,high,236,0.0,0.967,24,0,0.00315,0.003238,0.023098,31.131701,2.424147,1.286143,0.38598,0.204965,0.000674,0.39522,0.087548,0.370235,0.853003,0.026364,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.008590807563183344,0.008103489468235255,0.005909118804850037,0.07988188113497018,-0.012946,132
SYN0368,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,mini_bioreactor,screen,1,B5,2026-01-03,sucrose,yeast_extract,0.0,23.33,0.0,23.33,0.0,0.0,6.48,3.888,4.01,0.92,0.308,0.134,0.35,0.79,5.05,27.1,high,235,0.0,0.878,48,0,0.027545,0.026501,0.211892,16.717196,2.608129,2.664553,0.414971,0.210023,0.009082,0.177852,0.061991,0.135064,0.374907,0.361098,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.07512183946916991,0.07433823666132586,0.07962406080956681,0.019764187284592703,0.063295,28
SYN0369,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,mini_bioreactor,screen,1,B6,2026-01-12,glucose,ammonium,33.7,0.0,0.0,33.7,2.17,0.0,0.0,2.17,0.56,1.06,0.198,0.379,1.35,1.4,6.12,27.0,high,236,0.0,0.234,72,0,0.00466,0.004627,0.036519,30.155385,1.232898,0.327771,0.376143,0.204407,0.001084,0.461776,0.087251,0.346192,0.895219,0.039194,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.012708940712518851,0.01281198943157344,0.009503686623824094,0.08519028899361684,-0.010465,116
SYN0370,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,refine,3,B4,2026-01-26,glucose,yeast_extract,10.18,0.0,0.0,10.18,0.0,0.0,6.44,3.864,2.14,0.89,0.302,0.199,1.09,0.3,5.91,30.0,low,128,0.0,0.454,48,0,0.005076,0.005389,0.030207,7.579647,2.604344,0.915909,0.293375,0.186288,0.002967,0.351287,0.126349,0.204325,0.681961,0.042415,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.013843472758958301,0.010597545517663103,0.02601239687535617,0.05837437931199685,-0.000837,77
SYN0371,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,screen,1,B6,2026-01-10,maltose,ammonium,0.0,0.0,32.9,32.9,5.23,0.0,0.0,5.23,4.1,0.98,0.153,0.17,0.66,1.46,4.03,32.9,low,126,0.0,0.074,24,0,0.051375,0.051389,0.389959,21.734155,4.534683,2.692517,0.357393,0.247735,0.011853,0.191633,0.046734,0.248145,0.486512,0.44492,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.14011198049477594,0.13680962202543734,0.10391807892268173,0.033797844169760914,0.109257,13
SYN0372,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,mini_bioreactor,screen,3,B6,2026-01-16,glucose,ammonium,22.65,0.0,0.0,22.65,0.45,0.0,0.0,0.45,4.0,1.47,0.635,0.045,1.45,1.63,5.65,30.1,medium,187,0.0,0.959,72,0,0.0,0.0,0.0,17.423996,0.395557,2.102348,0.554529,0.238956,0.0,0.709577,0.347172,0.940528,1.997276,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.22376732233350147,-0.055942,172
SYN0373,Aspergillus niger ATCC 13496,Aspergillus niger,Aspni_bvT_1,submerged,submerged,shake_flask,refine,1,B4,2026-01-09,glucose,ammonium,23.32,0.0,0.0,23.32,0.49,0.0,0.0,0.49,0.95,0.37,0.096,0.37,0.33,1.37,3.94,24.6,medium,183,0.0,0.219,72,0,0.0,0.0,0.0,15.798544,0.421657,0.457753,0.178774,0.200767,0.0,1.269326,0.245254,0.665823,2.180403,0.0,True,Purely synthetic starter dataset; values are simulated and not biologically validated.,0.0,0.0,0.0,0.246794440154479,-0.061699,173
